neighborhood,roomType,countRoomType,sumReviews,avgPrice,avgBedrooms,avgAccommodates
Overlook,Shared room,1,79,25,1,1
Overlook,Total,107,5453,110.54,1.36,3.48
Parkrose,Entire home/apt,8,210,98.25,1.63,5
Parkrose,Private room,13,261,53.23,1,2.15
Parkrose,Shared room,1,0,120,1,6
Parkrose,Total,22,471,72.64,1.23,3.36
Pearl District,Entire home/apt,30,571,172.7,0.77,3.4
Pearl District,Private room,6,396,112.17,1,1.83
Pearl District,Total,36,967,162.61,0.81,3.14
Pleasant Valley,Entire home/apt,6,82,140.67,2,5.33
Pleasant Valley,Private room,12,322,68.5,1,2.42
Pleasant Valley,Total,18,404,92.56,1.33,3.39
Portsmith,Entire home/apt,14,464,105.5,1.5,4
Portsmith,Private room,11,215,55.36,1,2.27
Portsmith,Total,25,679,83.44,1.28,3.24
Powellhurst,Entire home/apt,5,98,100.8,1.6,4.2
Powellhurst,Private room,12,303,45.17,1,2.67
Powellhurst,Total,17,401,61.53,1.18,3.12
Raleigh West,Entire home/apt,1,26,95,1,2
Raleigh West,Total,1,26,95,1,2
Reed,Entire home/apt,13,197,113,1.38,3.31
Reed,Private room,5,291,60.4,1,3
Reed,Total,18,488,98.39,1.28,3.22
Richmond,Entire home/apt,204,8506,125.98,1.6,4.18
Richmond,Private room,110,4873,63.53,1.01,2.15
Richmond,Shared room,7,127,61,1,1.71
Richmond,Total,321,13506,103.16,1.39,3.43
Roseway,Entire home/apt,71,2500,122.93,1.51,3.94
Roseway,Private room,43,1510,64.81,1.02,2.14
Roseway,Total,114,4010,101.01,1.32,3.26
Saintjohns,Entire home/apt,3,161,68.33,1.33,3.33
Saintjohns,Private room,6,48,55.83,1,2.33
Saintjohns,Total,9,209,60,1.11,2.67
Sellwood-Moreland,Entire home/apt,50,1872,139.52,1.7,4.56
Sellwood-Moreland,Private room,32,783,55.13,1,2.34
Sellwood-Moreland,Total,82,2655,106.59,1.43,3.7
Sexton Mountain,Entire home/apt,2,0,146,3,7
Sexton Mountain,Private room,6,78,52.83,1,2.83
Sexton Mountain,Total,8,78,76.13,1.5,3.88
South Beaverton,Entire home/apt,1,20,60,1,2
South Beaverton,Private room,1,0,75,1,2
South Beaverton,Total,2,20,67.5,1,2
South Tabor,Entire home/apt,38,1173,104.92,1.45,4.03
South Tabor,Private room,28,752,70.68,1,2.25
South Tabor,Total,66,1925,90.39,1.26,3.27
Southwest Hills,Entire home/apt,22,709,206.64,1.91,4.32
Southwest Hills,Private room,16,1172,82.06,1,2.13
Southwest Hills,Total,38,1881,154.18,1.53,3.39
Sunderland,Private room,1,0,75,1,1
Sunderland,Total,1,0,75,1,1
Triple Creek,Entire home/apt,2,63,90,2.5,5
Triple Creek,Private room,7,136,44.86,1,2
Triple Creek,Total,9,199,54.89,1.33,2.67
University Park,Entire home/apt,6,266,123.33,1.67,4.67
University Park,Private room,9,221,54.33,1,2.33
University Park,Total,15,487,81.93,1.27,3.27
Vose,Entire home/apt,3,12,145.67,3,5.67
Vose,Private room,5,136,52,1,2.4
Vose,Total,8,148,87.13,1.75,3.63
West Beaverton,Entire home/apt,4,78,194.75,3,8.25
West Beaverton,Private room,3,10,37,1,2.33
West Beaverton,Shared room,1,2,60,1,2
West Beaverton,Total,8,90,118.75,2,5.25
West Slope,Entire home/apt,4,184,84.75,1,3
West Slope,Total,4,184,84.75,1,3
Wilkes,Entire home/apt,6,504,104.67,1.83,4.33
Wilkes,Total,6,504,104.67,1.83,4.33
Woodlawn,Entire home/apt,116,4822,118.87,1.66,4.28
Woodlawn,Private room,51,1586,53.57,0.98,1.9
Woodlawn,Total,167,6408,98.93,1.46,3.55
Woodstock,Entire home/apt,38,1029,130.42,1.76,4.42
Woodstock,Private room,26,1128,58.69,1,2.15
Woodstock,Total,64,2157,101.28,1.45,3.5
